x,normal_pdf
-3.0,0.0044318484119380075
-2.9393939393939394,0.005305788425287607
-2.878787878787879,0.006328776428582762
-2.8181818181818183,0.00752132534870932
-2.757575757575758,0.008905817513416034
-2.696969696969697,0.010506498522150213
-2.6363636363636362,0.012349432791521116
-2.5757575757575757,0.01446241479763419
-2.515151515151515,0.016874830186622246
-2.4545454545454546,0.019617461285747408
-2.393939393939394,0.022722232145095424
-2.333333333333333,0.026221889093709518
-2.2727272727272725,0.030149613916800676
-2.212121212121212,0.03453856815673057
-2.1515151515151514,0.039421368704028306
-2.090909090909091,0.044829496758592734
-2.0303030303030303,0.050792644375804046
-1.9696969696969697,0.05733800512481293
-1.9090909090909092,0.06448951782093278
-1.8484848484848484,0.07226707478233273
-1.7878787878787878,0.08068570852316366
-1.7272727272727273,0.08975477314132428
-1.6666666666666665,0.09947713879274872
-1.606060606060606,0.10984841946507014
-1.5454545454545454,0.12085625567149892
-1.4848484848484849,0.1324796745847539
-1.4242424242424243,0.1446885504337525
-1.3636363636363635,0.1574431876188437
-1.303030303030303,0.17069404790904805
-1.2424242424242424,0.18438164123366146
-1.1818181818181817,0.19843659696308527
-1.121212121212121,0.2127799292108192
-1.0606060606060606,0.22732350563136094
-1.0,0.24197072451914337
-0.9393939393939394,0.2566173998432441
-0.8787878787878789,0.2711528483204781
-0.8181818181818183,0.285461166898405
-0.7575757575757573,0.2994226832710997
-0.6969696969696968,0.31291555647791974
-0.6363636363636362,0.3258174994376901
-0.5757575757575757,0.33800759064361624
-0.5151515151515151,0.3493681383726544
-0.4545454545454546,0.3597865578126233
-0.39393939393939403,0.3691572196196974
-0.33333333333333304,0.3773832276929932
-0.2727272727272725,0.38437808445725896
-0.21212121212121193,0.3900672037012868
-0.15151515151515138,0.3943892340049188
-0.09090909090909083,0.39729715993174175
-0.030303030303030276,0.3987591533537418
0.030303030303030276,0.3987591533537418
0.09090909090909083,0.39729715993174175
0.15151515151515138,0.3943892340049188
0.21212121212121238,0.3900672037012867
0.27272727272727293,0.38437808445725896
0.3333333333333335,0.37738322769299315
0.39393939393939403,0.3691572196196974
0.4545454545454546,0.3597865578126233
0.5151515151515151,0.3493681383726544
0.5757575757575757,0.33800759064361624
0.6363636363636367,0.32581749943769
0.6969696969696972,0.31291555647791963
0.7575757575757578,0.29942268327109967
0.8181818181818183,0.285461166898405
0.8787878787878789,0.2711528483204781
0.9393939393939394,0.2566173998432441
1.0,0.24197072451914337
1.0606060606060606,0.22732350563136094
1.121212121212121,0.2127799292108192
1.1818181818181817,0.19843659696308527
1.2424242424242422,0.18438164123366155
1.3030303030303028,0.17069404790904813
1.3636363636363633,0.15744318761884377
1.4242424242424248,0.14468855043375242
1.4848484848484853,0.13247967458475382
1.5454545454545459,0.12085625567149884
1.6060606060606064,0.10984841946507007
1.666666666666667,0.09947713879274865
1.7272727272727275,0.08975477314132423
1.787878787878788,0.08068570852316362
1.8484848484848486,0.0722670747823327
1.9090909090909092,0.06448951782093278
1.9696969696969697,0.05733800512481293
2.0303030303030303,0.050792644375804046
2.090909090909091,0.044829496758592734
2.1515151515151514,0.039421368704028306
2.212121212121212,0.03453856815673057
2.2727272727272725,0.030149613916800676
2.333333333333334,0.026221889093709462
2.3939393939393945,0.022722232145095403
2.454545454545455,0.01961746128574738
2.5151515151515156,0.016874830186622232
2.575757575757576,0.014462414797634179
2.6363636363636367,0.012349432791521104
2.6969696969696972,0.0105064985221502
2.757575757575758,0.008905817513416034
2.8181818181818183,0.00752132534870932
2.878787878787879,0.006328776428582762
2.9393939393939394,0.005305788425287607
3.0,0.0044318484119380075
