x,normal_pdf
-3.0,0.0044318484119380075
-2.877551020408163,0.0063513463131534146
-2.7551020408163267,0.00896674844467722
-2.63265306122449,0.012470747171139728
-2.510204081632653,0.017085915686358193
-2.387755102040816,0.023060692208763875
-2.2653061224489797,0.03066159307769444
-2.142857142857143,0.04016108044090312
-2.020408163265306,0.051820828999617916
-1.8979591836734695,0.06587060018907169
-1.7755102040816326,0.08248351897454742
-1.653061224489796,0.10174920793009684
-1.5306122448979593,0.12364688773086303
-1.4081632653061225,0.14802110351235884
-1.2857142857142858,0.17456307428140014
-1.163265306122449,0.2028006870564054
-1.0408163265306123,0.2320997956849513
-0.9183673469387754,0.26167871007403304
-0.795918367346939,0.2906366094496952
-0.6734693877551021,0.31799518388693393
-0.5510204081632653,0.3427512620862568
-0.4285714285714288,0.3639367217154836
-0.30612244897959195,0.38068081529892367
-0.18367346938775508,0.3922693707583608
-0.06122448979591866,0.3981952754136922
0.06122448979591821,0.3981952754136922
0.18367346938775508,0.3922693707583608
0.30612244897959195,0.38068081529892367
0.4285714285714284,0.36393672171548364
0.5510204081632653,0.3427512620862568
0.6734693877551021,0.31799518388693393
0.7959183673469385,0.2906366094496954
0.9183673469387754,0.26167871007403304
1.0408163265306118,0.23209979568495137
1.1632653061224492,0.20280068705640533
1.2857142857142856,0.1745630742814002
1.408163265306122,0.14802110351235895
1.5306122448979593,0.12364688773086303
1.6530612244897958,0.10174920793009688
1.7755102040816322,0.08248351897454748
1.8979591836734695,0.06587060018907169
2.020408163265306,0.051820828999617916
2.1428571428571423,0.040161080440903156
2.2653061224489797,0.03066159307769444
2.387755102040816,0.023060692208763875
2.5102040816326525,0.017085915686358217
2.63265306122449,0.012470747171139728
2.7551020408163263,0.008966748444677231
2.8775510204081627,0.00635134631315342
3.0,0.0044318484119380075
